FACID,FACID,LAT,LON,totpop,buff,stabbr,statename,region,RAW_E_PM25,S_E_PM25_PER,R_E_PM25_PER,N_E_PM25_PER,S_E_PM25,R_E_PM25,N_E_PM25,RAW_E_O3,S_E_O3_PER,R_E_O3_PER,N_E_O3_PER,S_E_O3,R_E_O3,N_E_O3,RAW_E_DIESEL,S_E_DIESEL_PER,R_E_DIESEL_PER,N_E_DIESEL_PER,S_E_DIESEL,R_E_DIESEL,N_E_DIESEL,RAW_E_CANCER,S_E_CANCER_PER,R_E_CANCER_PER,N_E_CANCER_PER,S_E_CANCER,R_E_CANCER,N_E_CANCER,RAW_E_NEURO,S_E_NEURO_PER,R_E_NEURO_PER,N_E_NEURO_PER,S_E_NEURO,R_E_NEURO,N_E_NEURO,RAW_E_RESP,S_E_RESP_PER,R_E_RESP_PER,N_E_RESP_PER,S_E_RESP,R_E_RESP,N_E_RESP,RAW_E_TRAFFIC,S_E_TRAFFIC_PER,R_E_TRAFFIC_PER,N_E_TRAFFIC_PER,S_E_TRAFFIC,R_E_TRAFFIC,N_E_TRAFFIC,RAW_E_LEAD,S_E_LEAD_PER,R_E_LEAD_PER,N_E_LEAD_PER,S_E_LEAD,R_E_LEAD,N_E_LEAD,RAW_E_NPL,S_E_NPL_PER,R_E_NPL_PER,N_E_NPL_PER,S_E_NPL,R_E_NPL,N_E_NPL,RAW_E_RMP,S_E_RMP_PER,R_E_RMP_PER,N_E_RMP_PER,S_E_RMP,R_E_RMP,N_E_RMP,RAW_E_TSDF,S_E_TSDF_PER,R_E_TSDF_PER,N_E_TSDF_PER,S_E_TSDF,R_E_TSDF,N_E_TSDF,RAW_E_NPDES,S_E_NPDES_PER,R_E_NPDES_PER,N_E_NPDES_PER,S_E_NPDES,R_E_NPDES,N_E_NPDES,RAW_D_INDEX,S_D_INDEX_PER,R_D_INDEX_PER,N_D_INDEX_PER,S_D_INDEX,R_D_INDEX,N_D_INDEX,RAW_D_MINOR,S_D_MINOR_PER,R_D_MINOR_PER,N_D_MINOR_PER,S_D_MINOR,R_D_MINOR,N_D_MINOR,RAW_D_INCOME,S_D_INCOME_PER,R_D_INCOME_PER,N_D_INCOME_PER,S_D_INCOME,R_D_INCOME,N_D_INCOME,RAW_D_LING,S_D_LING_PER,R_D_LING_PER,N_D_LING_PER,S_D_LING,R_D_LING,N_D_LING,RAW_D_LESSHS,S_D_LESSHS_PER,R_D_LESSHS_PER,N_D_LESSHS_PER,S_D_LESSHS,R_D_LESSHS,N_D_LESSHS,RAW_D_UNDER5,S_D_UNDER5_PER,R_D_UNDER5_PER,N_D_UNDER5_PER,S_D_UNDER5,R_D_UNDER5,N_D_UNDER5,RAW_D_OVER64,S_D_OVER64_PER,R_D_OVER64_PER,N_D_OVER64_PER,S_D_OVER64,R_D_OVER64,N_D_OVER64
888,888,43.469194,-93.621667,75.94672131,NA,Iowa,IA,7,9.42,27,33,48,9.67,9.75,9.32,48.5,14,8,50,49.5,53,47.4,0.234,5,8,9,0.585,0.779,0.937,20,3,1,2,30,38,40, NA,NA,NA,NA,0,0,0,0.55,6,3,2,1.1,1.5,1.8,13,21,25,20,1400,490,590,0.56,64,73,79,0.44,0.36,0.3,0.018,26,24,18,0.1,0.097,0.13,0.82,65,75,85,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.034,11,9,4,0.2,0.22,0.31,12,26,20,13,21,26,36,2,21,13,6,12,18,37,23,36,33,34,30,33,35,0,66,66,45,2,2,5,6,43,38,31,9,11,14,3,19,19,23,6,7,6,19,74,76,80,15,14,14
889,889,39.850667,-89.387167,97.59196845,NA,Illinois,IL,5,10.3,10,31,71,11.2,10.6,9.32,53.1,86,82,80,50.8,50.3,47.4,0.372,8,16,22,1.28,0.931,0.937,28,13,24,14,36,34,40, NA,NA,NA,NA,0,0,0,0.77,6,8,7,1.8,1.7,1.8,2.5,3,7,7,500,370,590,0.2,33,35,51,0.42,0.39,0.3,0.031,22,23,28,0.095,0.12,0.13,0.3,45,59,66,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.12,26,35,38,0.38,0.31,0.31,12,14,19,11,35,29,36,4,11,21,10,37,24,37,20,35,31,29,32,33,35,0,44,58,44,5,2,5,6,37,38,32,12,11,14,4,32,33,32,6,6,6,16,70,66,69,13,14,14
890,890,38.71467,-75.78956,678.4396394,NA,Maryland,MD,3,8.65,8,17,32,9.86,9.84,9.32,50.9,5,60,68,52.4,49.8,47.4,0.34,2,15,19,1.1,0.918,0.937,30,5,14,17,45,42,40, NA,NA,NA,NA,0,0,0,0.92,5,10,12,2,1.8,1.8,23,18,29,28,580,350,590,0.55,77,72,78,0.3,0.37,0.3,0.023,2,8,20,0.13,0.15,0.13,0.47,79,79,75,0.38,0.35,0.43,0,8,15,26,0.14,0.11,0.072,0.18,68,51,57,0.22,0.37,0.31,37,57,71,60,35,30,36,34,44,65,56,46,31,37,40,82,74,63,23,29,35,0,47,55,44,3,2,5,17,79,76,69,11,12,14,8,73,77,72,6,6,6,17,74,65,71,13,15,14
891,891,36.071111,-114.813111,2.142857143,NA,Nevada,NV,9,5.73,9,3,1,7.21,9.37,9.32,55.8,14,64,89,58.1,51,47.4,0.114,7,5,2,1.15,0.978,0.937,37,37,27,40,41,43,40, NA,NA,NA,NA,0,0,0,0.69,9,4,5,1.9,2,1.8,0.31,4,3,3,800,1100,590,0.022,67,25,17,0.055,0.24,0.3,0,80,13,16,0.0075,0.15,0.13,0.057,15,8,11,0.25,0.57,0.43,0.0081,20,20,27,0.066,0.11,0.072,0.013,8,3,1,0.15,0.2,0.31,13,4,3,13,42,47,36,21,14,11,41,47,58,37,5,1,3,3,37,36,35,0,25,19,44,6,9,5,18,68,60,71,15,17,14,0,4,4,3,7,7,6,10,45,48,37,13,13,14
892,892,43.354167,-93.443667,189.1641354,NA,Iowa,IA,7,9.44,29,34,49,9.67,9.75,9.32,48.6,20,10,50,49.5,53,47.4,0.326,29,23,17,0.585,0.779,0.937,20,4,2,2,30,38,40, NA,NA,NA,NA,0,0,0,0.67,20,7,4,1.1,1.5,1.8,28,28,38,32,1400,490,590,0.55,63,73,78,0.44,0.36,0.3,0.029,44,35,26,0.1,0.097,0.13,0.43,49,61,73,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.045,21,14,7,0.2,0.22,0.31,18,51,40,26,21,26,36,2,16,10,4,12,18,37,35,65,57,54,30,33,35,0,65,65,44,2,2,5,6,40,35,29,9,11,14,6,45,44,47,6,7,6,19,73,76,80,15,14,14
893,893,44.791389,-95.816111,757.1479422,NA,Minnesota,MN,5,8.82,16,5,35,9.95,10.6,9.32,46.9,87,13,42,44.2,50.3,47.4,0.182,10,3,5,0.753,0.931,0.937,17,2,0,1,36,34,40, NA,NA,NA,NA,0,0,0,0.44,0,0,1,2.2,1.7,1.8,86,58,52,48,350,370,590,0.61,81,74,82,0.33,0.39,0.3,0,18,9,16,0.18,0.12,0.13,1.1,86,86,89,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.058,18,9,12,0.21,0.31,0.31,16,42,32,20,22,29,36,3,19,18,9,18,24,37,28,59,47,43,27,33,35,1,60,60,45,2,2,5,6,51,37,32,8,11,14,8,72,74,71,6,6,6,26,92,93,92,14,14,14
894,894,38.310625,-85.815496,11170.8024,NA,Indiana,IN,5,10.9,38,57,84,11,10.6,9.32,53.7,92,86,82,51.2,50.3,47.4,1.26,85,75,77,0.835,0.931,0.937,46,95,91,71,34,34,40, NA,NA,NA,NA,0,0,0,1.9,87,71,62,1.4,1.7,1.8,350,81,76,72,250,370,590,0.48,71,65,74,0.36,0.39,0.3,0.034,24,27,30,0.16,0.12,0.13,1.7,93,93,95,0.52,0.51,0.43,0.09,91,78,77,0.044,0.069,0.072,0.57,85,85,86,0.34,0.31,0.31,28,63,63,46,27,29,36,13,55,51,30,19,24,37,42,65,70,66,35,33,35,1,68,64,49,2,2,5,18,75,80,70,12,11,14,7,57,60,57,6,6,6,14,59,57,60,14,14,14
895,895,40.511163,-88.983687,21601.05505,NA,Illinois,IL,5,10.3,18,36,74,11.2,10.6,9.32,53.7,89,86,82,50.8,50.3,47.4,1.27,53,76,78,1.28,0.931,0.937,37,67,68,41,36,34,40, NA,NA,NA,NA,0,0,0,1.5,38,48,40,1.8,1.7,1.8,210,61,67,63,500,370,590,0.26,37,41,56,0.42,0.39,0.3,0,7,9,16,0.095,0.12,0.13,1.5,88,92,94,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.97,90,93,93,0.38,0.31,0.31,36,62,73,58,35,29,36,17,37,58,36,37,24,37,55,83,83,80,32,33,35,1,45,60,45,5,2,5,6,36,36,31,12,11,14,2,12,12,12,6,6,6,7,21,16,19,13,14,14
896,896,39.91,-87.851667,7.521273935,NA,Illinois,IL,5,10.3,12,32,72,11.2,10.6,9.32,50.5,60,48,64,50.8,50.3,47.4,0.356,7,15,20,1.28,0.931,0.937,26,3,13,9,36,34,40, NA,NA,NA,NA,0,0,0,0.64,1,4,4,1.8,1.7,1.8,0.75,1,4,4,500,370,590,0.61,67,74,82,0.42,0.39,0.3,0.063,58,53,51,0.095,0.12,0.13,0.98,79,84,88,0.69,0.51,0.43,0.027,33,38,38,0.059,0.069,0.072,0.047,2,5,8,0.38,0.31,0.31,11,11,15,9,35,29,36,1,3,4,2,37,24,37,21,36,33,30,32,33,35,0,44,58,44,5,2,5,4,23,22,20,12,11,14,2,12,12,13,6,6,6,21,85,83,83,13,14,14
897,897,43.761611,-95.824139,377.467161,NA,Minnesota,MN,5,9.05,20,7,40,9.95,10.6,9.32,50.6,99,51,66,44.2,50.3,47.4,0.2,12,3,7,0.753,0.931,0.937,18,5,1,1,36,34,40, NA,NA,NA,NA,0,0,0,0.5,3,1,1,2.2,1.7,1.8,2.9,9,8,8,350,370,590,0.58,79,72,80,0.33,0.39,0.3,0,18,9,16,0.18,0.12,0.13,1.2,88,88,90,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.042,9,4,6,0.21,0.31,0.31,16,45,34,21,22,29,36,4,21,20,10,18,24,37,29,60,48,45,27,33,35,0,56,58,44,2,2,5,11,76,60,51,8,11,14,7,64,67,64,6,6,6,15,65,62,65,14,14,14
898,898,43.636083,-95.765583,17.72787318,NA,Minnesota,MN,5,9.09,20,7,41,9.95,10.6,9.32,49.9,99,37,60,44.2,50.3,47.4,0.195,11,3,6,0.753,0.931,0.937,18,4,1,1,36,34,40, NA,NA,NA,NA,0,0,0,0.48,2,0,1,2.2,1.7,1.8,8.6,18,17,15,350,370,590,0.64,83,76,83,0.33,0.39,0.3,0,18,9,16,0.18,0.12,0.13,0.31,56,60,67,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.099,43,27,30,0.21,0.31,0.31,16,43,32,20,22,29,36,4,19,19,9,18,24,37,28,58,47,43,27,33,35,2,72,71,56,2,2,5,11,76,60,51,8,11,14,5,30,36,35,6,6,6,23,87,87,87,14,14,14
899,899,37.959167,-87.603889,1770.322839,NA,Indiana,IN,5,11,48,60,85,11,10.6,9.32,53.7,92,86,82,51.2,50.3,47.4,1.36,89,80,81,0.835,0.931,0.937,42,88,84,57,34,34,40, NA,NA,NA,NA,0,0,0,1.9,85,69,61,1.4,1.7,1.8,190,68,66,62,250,370,590,0.9,96,94,96,0.36,0.39,0.3,0.21,83,88,87,0.16,0.12,0.13,1.6,92,92,94,0.52,0.51,0.43,0.038,68,50,48,0.044,0.069,0.072,0.92,92,92,92,0.34,0.31,0.31,18,38,39,25,27,29,36,2,17,12,6,19,24,37,34,52,57,53,35,33,35,1,67,62,47,2,2,5,9,42,50,42,12,11,14,11,88,90,88,6,6,6,10,34,34,38,14,14,14
900,900,27.652222,-80.4025,2789.570416,NA,Florida,FL,4,5.76,1,0,1,7.05,8.9,9.32,34.7,54,17,7,33.3,42.4,47.4,0.531,24,40,35,0.883,0.752,0.937,29,12,5,16,37,42,40, NA,NA,NA,NA,0,0,0,1,7,9,16,1.7,1.7,1.8,530,76,86,78,450,290,590,0.27,83,80,58,0.12,0.16,0.3,0.64,97,98,96,0.13,0.077,0.13,1.3,95,95,92,0.32,0.32,0.43,0,21,36,26,0.061,0.044,0.072,0.092,46,35,27,0.18,0.2,0.31,30,37,42,49,41,38,36,18,25,34,37,43,37,37,42,59,56,65,38,39,35,5,60,78,71,7,3,5,17,69,63,69,14,15,14,2,18,13,12,6,6,6,31,86,93,96,18,15,14
901,901,39.798333,-87.938056,9.15104394,NA,Illinois,IL,5,10.2,9,30,70,11.2,10.6,9.32,51.1,74,60,69,50.8,50.3,47.4,0.339,4,13,19,1.28,0.931,0.937,26,4,14,9,36,34,40, NA,NA,NA,NA,0,0,0,0.65,1,4,4,1.8,1.7,1.8,20,22,28,26,500,370,590,0.66,71,77,84,0.42,0.39,0.3,0.027,15,18,25,0.095,0.12,0.13,0.4,54,65,72,0.69,0.51,0.43,0.02,21,27,29,0.059,0.069,0.072,0.043,1,4,7,0.38,0.31,0.31,24,44,54,38,35,29,36,5,14,26,13,37,24,37,42,70,69,65,32,33,35,0,44,58,44,5,2,5,14,65,70,60,12,11,14,6,46,48,46,6,6,6,21,86,85,85,13,14,14
902,902,34.047778,-81.156389,3747.929426,NA,South Carolina,SC,4,10,75,73,64,9.39,8.9,9.32,42.4,53,43,21,42,42.4,47.4,1.65,94,95,88,0.698,0.752,0.937,54,94,92,90,44,42,40, NA,NA,NA,NA,0,0,0,2.3,92,86,77,1.6,1.7,1.8,89,85,59,49,52,290,590,0.014,18,21,14,0.15,0.16,0.3,0.061,57,66,50,0.088,0.077,0.13,0.7,89,88,82,0.3,0.32,0.43,0.099,87,90,80,0.049,0.044,0.072,0.88,96,97,92,0.22,0.2,0.31,24,28,31,39,38,38,36,28,45,48,50,36,37,37,20,18,19,30,40,39,35,2,77,64,56,2,3,5,5,19,19,25,15,15,14,5,46,47,45,6,6,6,18,75,74,77,15,15,14
903,903,43.714306,-95.71225,139.2126514,NA,Minnesota,MN,5,9.09,20,7,41,9.95,10.6,9.32,49.9,99,37,60,44.2,50.3,47.4,0.195,11,3,6,0.753,0.931,0.937,18,4,1,1,36,34,40, NA,NA,NA,NA,0,0,0,0.48,2,0,1,2.2,1.7,1.8,0.79,5,4,4,350,370,590,0.65,83,76,84,0.33,0.39,0.3,0,18,9,16,0.18,0.12,0.13,0.38,60,64,71,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.1,45,29,32,0.21,0.31,0.31,11,21,15,9,22,29,36,4,23,22,11,18,24,37,17,33,25,24,27,33,35,1,64,63,49,2,2,5,7,54,40,34,8,11,14,6,46,51,49,6,6,6,15,61,58,61,14,14,14
904,904,42.364444,-83.414444,7573.600159,NA,Michigan,MI,5,10.3,78,36,74,9.76,10.6,9.32,50.8,48,55,67,50.3,50.3,47.4,0.853,63,50,56,0.726,0.931,0.937,32,54,44,25,31,34,40, NA,NA,NA,NA,0,0,0,1.5,64,51,43,1.3,1.7,1.8,590,73,85,80,570,370,590,0.28,46,44,59,0.39,0.39,0.3,0.032,13,25,29,0.14,0.12,0.13,1.4,94,90,92,0.32,0.51,0.43,0.078,73,74,73,0.069,0.069,0.072,0.056,12,8,11,0.25,0.31,0.31,17,31,35,23,30,29,36,12,49,47,27,24,24,37,22,31,35,33,35,33,35,1,68,64,49,2,2,5,8,43,45,39,11,11,14,5,41,37,36,6,6,6,16,63,66,68,15,14,14
905,905,36.216806,-115.162944,13714.08045,NA,Nevada,NV,9,7.88,74,27,19,7.21,9.37,9.32,60.1,77,81,97,58.1,51,47.4,1.5,71,81,85,1.15,0.978,0.937,46,66,63,73,41,43,40, NA,NA,NA,NA,0,0,0,2,59,57,68,1.9,2,1.8,25,33,21,29,800,1100,590,0.015,63,22,14,0.055,0.24,0.3,0,80,13,16,0.0075,0.15,0.13,1.2,96,87,91,0.25,0.57,0.43,0.17,93,85,91,0.066,0.11,0.072,0.1,64,43,32,0.15,0.2,0.31,63,83,72,83,42,47,36,82,91,72,85,47,58,37,44,66,64,68,37,36,35,4,51,39,66,6,9,5,17,65,58,69,15,17,14,9,71,71,74,7,7,6,7,30,31,23,13,13,14
906,906,44.054222,-95.192028,394.7703488,NA,Minnesota,MN,5,9.05,20,7,40,9.95,10.6,9.32,48.1,97,17,48,44.2,50.3,47.4,0.193,11,3,6,0.753,0.931,0.937,17,3,0,1,36,34,40, NA,NA,NA,NA,0,0,0,0.45,1,0,1,2.2,1.7,1.8,3.9,11,10,9,350,370,590,0.63,82,75,83,0.33,0.39,0.3,0,18,9,16,0.18,0.12,0.13,1.4,91,90,92,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.04,9,3,6,0.21,0.31,0.31,22,62,50,34,22,29,36,11,50,45,26,18,24,37,33,68,56,52,27,33,35,3,80,79,65,2,2,5,12,79,64,54,8,11,14,8,72,74,71,6,6,6,17,71,69,71,14,14,14
907,907,39.967778,-88.341389,511.4185129,NA,Illinois,IL,5,10.3,15,34,73,11.2,10.6,9.32,52,81,73,75,50.8,50.3,47.4,0.385,9,18,23,1.28,0.931,0.937,27,7,18,11,36,34,40, NA,NA,NA,NA,0,0,0,0.94,13,18,13,1.8,1.7,1.8,1.8,2,6,6,500,370,590,0.55,62,70,78,0.42,0.39,0.3,0.023,10,13,21,0.095,0.12,0.13,1.1,80,86,89,0.69,0.51,0.43,0.046,60,57,55,0.059,0.069,0.072,0.083,10,19,23,0.38,0.31,0.31,9,8,11,6,35,29,36,1,4,6,3,37,24,37,17,30,26,25,32,33,35,0,44,58,44,5,2,5,8,46,47,40,12,11,14,9,78,79,77,6,6,6,14,61,56,59,13,14,14
908,908,39.532879,-107.834067,NA,NA,NA,NA,NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA, NA, NA
909,909,37.153611,-101.482222,8.698884758,NA,Kansas,KS,7,7.28,1,1,11,9.21,9.75,9.32,55.6,35,70,89,55.6,53,47.4,0.112,0,0,2,0.639,0.779,0.937,25,4,11,8,39,38,40, NA,NA,NA,NA,0,0,0,1.2,25,39,26,1.6,1.5,1.8,19,44,31,25,140,490,590,0.46,64,65,72,0.37,0.36,0.3,0,24,21,16,0.078,0.097,0.13,0.33,52,55,68,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0.025,10,4,2,0.24,0.22,0.31,29,63,67,47,28,26,36,24,66,75,45,23,18,37,33,55,54,52,33,33,35,9,91,94,82,2,2,5,23,89,89,80,10,11,14,7,60,63,64,7,7,6,11,42,37,44,14,14,14
910,910,39.610556,-87.714444,2912.514878,NA,Illinois,IL,5,10.3,17,35,73,11.2,10.6,9.32,50.6,63,50,65,50.8,50.3,47.4,0.468,14,26,30,1.28,0.931,0.937,29,17,27,16,36,34,40, NA,NA,NA,NA,0,0,0,0.9,12,16,11,1.8,1.7,1.8,210,62,67,63,500,370,590,0.61,67,74,82,0.42,0.39,0.3,0.045,41,38,39,0.095,0.12,0.13,0.89,76,82,86,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.49,77,82,83,0.38,0.31,0.31,28,53,63,47,35,29,36,2,7,12,6,37,24,37,54,82,82,80,32,33,35,0,44,58,44,5,2,5,12,62,66,57,12,11,14,8,75,76,74,6,6,6,16,69,65,68,13,14,14
911,911,43.420944,-93.539944,1665.771112,NA,Iowa,IA,7,9.42,27,33,48,9.67,9.75,9.32,48.5,14,8,50,49.5,53,47.4,0.234,5,8,9,0.585,0.779,0.937,20,3,1,2,30,38,40, NA,NA,NA,NA,0,0,0,0.55,6,3,2,1.1,1.5,1.8,310,52,76,70,1400,490,590,0.38,42,58,67,0.44,0.36,0.3,0.025,34,30,22,0.1,0.097,0.13,1.3,78,85,91,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.036,14,10,5,0.2,0.22,0.31,19,53,41,27,21,26,36,5,42,29,14,12,18,37,32,59,51,50,30,33,35,0,65,65,44,2,2,5,8,59,51,42,9,11,14,7,64,63,64,6,7,6,25,89,90,91,15,14,14
912,912,41.559361,-89.413056,7.144994246,NA,Illinois,IL,5,10.3,13,33,72,11.2,10.6,9.32,50.5,61,48,65,50.8,50.3,47.4,0.357,7,15,20,1.28,0.931,0.937,24,1,9,7,36,34,40, NA,NA,NA,NA,0,0,0,0.66,1,4,4,1.8,1.7,1.8,43,36,41,38,500,370,590,0.75,80,83,89,0.42,0.39,0.3,0.036,30,29,32,0.095,0.12,0.13,0.25,39,54,62,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.055,3,7,11,0.38,0.31,0.31,15,23,29,18,35,29,36,1,4,6,3,37,24,37,28,50,48,44,32,33,35,0,44,58,44,5,2,5,12,61,65,56,12,11,14,13,95,95,94,6,6,6,24,90,89,89,13,14,14
913,913,39.712167,-89.468806,29.14707959,NA,Illinois,IL,5,10.3,13,33,72,11.2,10.6,9.32,53.3,87,83,81,50.8,50.3,47.4,0.344,5,13,19,1.28,0.931,0.937,29,18,28,16,36,34,40, NA,NA,NA,NA,0,0,0,0.83,8,12,9,1.8,1.7,1.8,79,45,51,47,500,370,590,0.25,37,41,56,0.42,0.39,0.3,0.036,30,29,32,0.095,0.12,0.13,0.24,38,53,61,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.13,32,40,44,0.38,0.31,0.31,15,22,28,18,35,29,36,12,28,47,27,37,24,37,18,30,26,25,32,33,35,4,65,81,67,5,2,5,9,51,54,46,12,11,14,7,62,64,61,6,6,6,12,50,44,48,13,14,14
914,914,46.329833,-99.102972,50.7995255,NA,North Dakota,ND,8,7.11,15,45,9,7.76,7.17,9.32,43.1,75,8,23,42.5,54.6,47.4,0.0884,6,14,1,0.456,0.605,0.937,14,0,2,0,22,30,40, NA,NA,NA,NA,0,0,0,0.3,4,2,0,0.86,1.4,1.8,0.62,3,3,4,180,250,590,0.53,81,85,77,0.3,0.23,0.3,0,100,36,16,0,0.11,0.13,0.87,72,90,86,0.68,0.34,0.43,0,52,44,26,0.11,0.04,0.072,0.0086,14,6,1,0.34,0.27,0.31,19,63,40,28,20,27,36,4,30,11,11,12,23,37,34,69,60,53,28,31,35,2,85,69,55,1,2,5,19,93,87,74,9,9,14,4,19,19,24,7,7,6,31,97,97,96,14,12,14
915,915,43.936389,-94.939444,2070.927193,NA,Minnesota,MN,5,9.17,21,8,43,9.95,10.6,9.32,47.9,96,16,47,44.2,50.3,47.4,0.198,12,3,6,0.753,0.931,0.937,18,4,1,1,36,34,40, NA,NA,NA,NA,0,0,0,0.49,2,0,1,2.2,1.7,1.8,10,20,19,17,350,370,590,0.68,85,79,86,0.33,0.39,0.3,0,18,9,16,0.18,0.12,0.13,1.3,90,89,91,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.074,28,15,19,0.21,0.31,0.31,36,84,74,59,22,29,36,23,74,66,44,18,24,37,49,87,78,75,27,33,35,5,86,84,72,2,2,5,16,88,76,66,8,11,14,7,63,66,63,6,6,6,21,83,83,83,14,14,14
916,916,48.6302,-98.7007,13.38321995,NA,North Dakota,ND,8,7.67,56,58,16,7.76,7.17,9.32,39,1,0,13,42.5,54.6,47.4,0.104,9,16,2,0.456,0.605,0.937,15,11,4,0,22,30,40, NA,NA,NA,NA,0,0,0,0.35,17,5,0,0.86,1.4,1.8,0.92,4,3,4,180,250,590,0.54,81,85,77,0.3,0.23,0.3,0,100,36,16,0,0.11,0.13,0.83,70,89,85,0.68,0.34,0.43,0,52,44,26,0.11,0.04,0.072,0.035,24,10,4,0.34,0.27,0.31,15,45,27,19,20,27,36,2,14,4,5,12,23,37,28,58,49,44,28,31,35,0,66,55,44,1,2,5,9,59,62,43,9,9,14,5,35,34,42,7,7,6,21,80,88,85,14,12,14
917,917,37.583333,-99.463889,206.0878885,NA,Kansas,KS,7,7.55,4,2,15,9.21,9.75,9.32,55,14,58,87,55.6,53,47.4,0.14,3,1,3,0.639,0.779,0.937,26,5,15,10,39,38,40, NA,NA,NA,NA,0,0,0,0.8,6,14,8,1.6,1.5,1.8,28,51,38,32,140,490,590,0.55,72,73,78,0.37,0.36,0.3,0.011,26,23,18,0.078,0.097,0.13,0.67,66,71,81,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0,5,1,1,0.24,0.22,0.31,18,38,41,26,28,26,36,8,26,41,20,23,18,37,29,47,45,45,33,33,35,1,60,67,46,2,2,5,11,67,64,53,10,11,14,3,11,14,17,7,7,6,22,86,85,87,14,14,14
918,918,42.269722,-85.545556,4801.214576,NA,Michigan,MI,5,10.3,70,31,71,9.76,10.6,9.32,52.5,92,79,77,50.3,50.3,47.4,0.783,58,46,52,0.726,0.931,0.937,39,86,76,48,31,34,40, NA,NA,NA,NA,0,0,0,1.8,83,65,56,1.3,1.7,1.8,450,67,80,76,570,370,590,0.79,85,86,91,0.39,0.39,0.3,1.2,98,98,98,0.14,0.12,0.13,1.2,93,88,90,0.32,0.51,0.43,0.39,97,97,97,0.069,0.069,0.072,0.24,75,66,69,0.25,0.31,0.31,45,80,81,69,30,29,36,38,79,78,59,24,24,37,53,79,81,78,35,33,35,4,88,83,70,2,2,5,13,70,69,59,11,11,14,6,61,57,55,6,6,6,10,29,33,37,15,14,14
919,919,47.516415,-120.460503,3278.515844,NA,Washington,WA,10,6.09,9,10,2,7.42,7.53,9.32,42.3,79,70,21,35.2,37.9,47.4,0.262,13,22,12,1.39,1.05,0.937,23,12,13,5,40,39,40, NA,NA,NA,NA,0,0,0,0.92,10,14,12,2.8,2.8,1.8,170,59,61,60,440,380,590,0.47,82,84,74,0.24,0.23,0.3,0,7,19,16,0.2,0.14,0.13,1.2,92,92,91,0.4,0.39,0.43,0,27,42,26,0.06,0.046,0.072,0.065,20,19,15,0.19,0.23,0.31,32,65,64,53,29,29,36,37,71,76,58,29,26,37,28,51,43,43,30,33,35,5,73,76,72,4,3,5,20,87,87,76,10,10,14,7,59,59,60,6,6,6,17,75,74,73,13,13,14
920,920,39.349167,-87.835833,37.26265705,NA,Illinois,IL,5,10.3,13,33,72,11.2,10.6,9.32,52.5,83,79,78,50.8,50.3,47.4,0.381,9,17,22,1.28,0.931,0.937,28,12,23,13,36,34,40, NA,NA,NA,NA,0,0,0,0.76,6,8,7,1.8,1.7,1.8,6,7,13,12,500,370,590,0.45,53,62,72,0.42,0.39,0.3,0.059,55,50,49,0.095,0.12,0.13,0.25,40,55,62,0.69,0.51,0.43,0.025,28,34,35,0.059,0.069,0.072,0.039,1,3,5,0.38,0.31,0.31,13,17,22,13,35,29,36,2,6,10,5,37,24,37,24,42,39,36,32,33,35,0,44,58,44,5,2,5,7,40,40,35,12,11,14,5,36,37,36,6,6,6,20,82,80,81,13,14,14
